incident_id,source,url,date,system_description,included,exclusion_reason,primary_layer,secondary_layers,mechanism_phrase,rationale,coder_a,coder_b,adjudicated
mit-73.01.02,mit_risk_repo,https://airisk.mit.edu/risks,2024,"LLM agents (general, conceptual discussion)",False,insufficient_mechanism,,,,"The text is a conceptual discussion of goal underspecification risks, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-73.01.03,mit_risk_repo,https://airisk.mit.edu/risks,2024,LLM-agents (survey of multiple studies),False,insufficient_mechanism,,,,This is a survey citing general behavioral findings without a single concrete incident described at a codeable mechanism level.,excluded,excluded,False
mit-73.01.05,mit_risk_repo,https://airisk.mit.edu/risks,2024,LLM agents (general survey),False,insufficient_mechanism,,,,"This is a general survey passage about affordances amplifying risk, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
mit-73.02.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,Foundational Challenges in Assuring Alignment and Safety of LLMs (survey),False,not_agentic,,,,"This is a theoretical discussion of game-theoretic multi-agent challenges, not a concrete documented incident with agentic tool execution.",excluded,excluded,False
mit-73.02.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,Discussion of LLM foundationality and correlated failures (academic survey),False,not_agentic,,,,"This is an abstract academic discussion of potential foundationality risks, not a concrete agentic incident with tool execution or mechanism-level detail.",excluded,excluded,False
mit-73.02.02,mit_risk_repo,https://airisk.mit.edu/risks,2024,LLM multi-agent systems (theoretical discussion),False,insufficient_mechanism,,,,This is an abstract discussion of emergent multi-agent risks without a concrete documented incident or codeable mechanism detail.,excluded,excluded,False
mit-73.02.03,mit_risk_repo,https://airisk.mit.edu/risks,2024,LLM-agents (survey/theoretical discussion),False,not_agentic,,,,"This is a general research survey discussing potential collusion challenges, not a concrete documented agentic incident with mechanism detail.",excluded,excluded,False
mit-73.03.04,mit_risk_repo,https://airisk.mit.edu/risks,2024,General discussion of LLMs in warfare (survey paper),False,not_agentic,,,,The text is a general policy discussion of AI in warfare with no concrete agentic incident or mechanism detail to code.,excluded,excluded,False
mit-73.04.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,"LLMs (general, survey of alignment challenges)",False,not_agentic,,,,"This is a survey discussing LLM bias in general, not a concrete agentic incident with planning and tool execution.",excluded,excluded,False
web-agent_in_the_middle_a2a_2025,web_reports,https://www.levelblue.com/en-us/resources/blogs/spiderlabs-blog/agent-in-the-middle-abusing-agent-cards-in-the-agent-2-agent-protocol-to-win-all-the-tasks/,2025-04,A2A protocol host agent with rogue agent card (proof-of-concept),True,,L2,,agent-card prompt injection,"Author decision (2026-07-16): included as L2 (over coder A's exclude). A demonstrated exploit against the real A2A protocol/SDKs is admissible under the scope rule (demonstrated exploits vs production systems, not hypothetical benchmarks); a rogue agent card manipulating host-agent routing is an inter-agent shared-state failure.",excluded,L2,True
web-agent_session_smuggling_a2a_2025,web_reports,https://unit42.paloaltonetworks.com/agent-session-smuggling-in-agent2agent-systems/,2025-10-31,Agent2Agent (A2A) protocol multi-agent system,True,,L2,L3,inter-agent session hijacking,"A malicious A2A agent injects covert instructions into a stateful cross-agent session, exploiting implicit inter-agent trust, a mechanism inherently dependent on inter-agent interaction and shared session state.",L2,L2,False
web-agentflayer_chatgpt_connectors_2025,web_reports,https://labs.zenity.io/p/agentflayer-chatgpt-connectors-0click-attack-5b41,2025-08-06,ChatGPT with Connectors (Google Drive),True,,L1,L4,indirect prompt injection exfiltration,"A poisoned document injects instructions that make ChatGPT autonomously search connected Google Drive and exfiltrate API keys via image-URL rendering, preventable by least-privilege tool scoping and output sanitization in a single-agent loop.",L1,L1,False
web-aixbt_agent_transfer_2025,web_reports,https://crypto.news/aixbt-agent-hacked-losing-55eth-aixbt-token-drops-2025/,2025-03-18,AiXBT autonomous crypto agent (Simulacrum wallet / Virtuals Protocol),True,,L1,L3; L4,injected-reply prompt manipulation,"An attacker with dashboard access queued malicious replies into the agent's input feed, causing it to autonomously sign a ~55 ETH transfer that a least-privilege/confirmation loop and secured oversight point would have blocked.",L1,L1,False
web-amazon_q_wiper_2025,web_reports,https://www.bleepingcomputer.com/news/security/amazon-ai-coding-agent-hacked-to-inject-data-wiping-commands/,2025-07,Amazon Q Developer Extension for VS Code (v1.84.0),False,not_agentic,,,,"This is a supply-chain compromise via a malicious commit and workflow misconfiguration, not an autonomous multi-step agent executing a plan with tools, so it fails the agentic inclusion filter.",excluded,excluded,False
web-antigravity_turbo_drive_wipe_2025,web_reports,https://github.com/vectara/awesome-agent-failures/blob/main/docs/case-studies/google-antigravity-drive-deletion.md,2025-11,Google Antigravity IDE (Gemini 3) in Turbo Mode,True,,L1,L3; L4,unvalidated destructive command execution,"A single-agent loop with path validation, dangerous-command blocklist, and confirmation checkpoint would have prevented the agent from auto-executing rmdir /s /q d:\ in Turbo Mode.",L1,L1,False
web-camoleak_copilot_chat_2025,web_reports,https://www.legitsecurity.com/blog/camoleak-critical-github-copilot-vulnerability-leaks-private-source-code,2025-06,GitHub Copilot Chat (with Camo image proxy),True,,L1,L4,prompt-injection data exfiltration,"A hidden prompt injected via a PR description drove Copilot to read private repo contents and exfiltrate them through pre-signed Camo image URLs, which least-privilege tool controls and output/content sanitization in a single-agent loop would have prevented.",L1,L1,False
web-comet_prompt_injection_2025,web_reports,https://brave.com/blog/comet-prompt-injection/,2025-08,Perplexity Comet browser agent,True,,L1,L4,indirect prompt injection,"Comet fed untrusted webpage content to its LLM without separating instructions from data, letting hidden injected commands drive autonomous browser tools to exfiltrate the user's email and OTP with full session privileges.",L1,L1,False
web-copilot_studio_ssrf_2024,web_reports,https://www.tenable.com/blog/ssrfing-the-web-with-the-help-of-copilot-studio,2024-08,Microsoft Copilot Studio (HttpRequestAction),False,not_agentic,,,,"This is a researcher-crafted SSRF vulnerability exploiting a configurable HTTP request feature, not an autonomous multi-step agent failure of planning plus tool execution.",excluded,excluded,False
web-cursor_plan_mode_halt_2025,web_reports,https://www.mintmcp.com/blog/cursor-plan-mode-destructive-operations,2025-12,Cursor IDE AI coding agent (Plan Mode),True,,L1,L3; L4,constraint enforcement bypass,A single-agent closed loop with enforced Plan Mode read-only tool restrictions and a halt/circuit-breaker would have blocked the destructive pkill/rm -rf execution across both machines.,L1,L1,False
web-cursor_support_bot_2025,web_reports,https://www.forbes.com/sites/rashishrivastava/2025/04/22/the-prompt-cursors-customer-support-bot-made-up-a-policy/,2025-04,Cursor AI customer support bot ('Sam') by Anysphere,False,adjudicated_excluded,,,,An AI support bot autonomously answered a user query by fabricating a nonexistent login policy that was surfaced to customers without human review or labeling.,excluded,excluded,False
web-curxecute_cursor_mcp_2025,web_reports,https://www.catonetworks.com/blog/curxecute-rce/,2025-07,Cursor AI agent (MCP integration),True,,L1,L2; L4,prompt-injection config rewrite,"Prompt injection via an MCP server rewrote the agent's config to execute attacker code, which least-privilege tools and config-write guards in a single-agent loop would have prevented.",L1,L1,False
web-echoleak_copilot_2025,web_reports,https://www.bleepingcomputer.com/news/security/zero-click-ai-data-leak-flaw-uncovered-in-microsoft-365-copilot/,2025-06,"Microsoft 365 Copilot (EchoLeak, CVE-2025-32711)",True,,L1,L2; L4,RAG prompt-injection exfiltration,"A hidden prompt injection in a retrieved email tricked Copilot's LLM into exfiltrating internal data via markdown image URLs, which stricter input scoping, output filtering, and least-privilege link handling in a single-agent loop would have blocked.",L1,L1,False
web-forcedleak_agentforce_2025,web_reports,https://noma.security/blog/forcedleak-agent-risks-exposed-in-salesforce-agentforce/,2025-09,Salesforce Agentforce (with Web-to-Lead),True,,L1,L2; L4,indirect prompt injection exfiltration,"Malicious instructions embedded in stored lead data were retrieved and executed by the agent, exfiltrating CRM data via a CSP bypass because least-privilege tool restrictions and context validation were absent.",L1,L1,False
web-freysa_agent_transfer_2024,web_reports,https://www.theblock.co/post/328747/human-player-outwits-freysa-ai-agent-in-47000-crypto-challenge,2024-11,Freysa autonomous crypto agent,False,adjudicated_excluded,,,,"Author scope decision (2026-07-16): insufficient mechanism — the available source is headline-level only, with no mechanistic account of how the forged function-call transfer unfolded; excluded per the insufficient-mechanism rule.",L1,excluded,True
web-gemini_cli_file_deletion_2025,web_reports,https://winbuzzer.com/2025/07/26/googles-gemini-cli-deletes-user-files-confesses-catastrophic-failure-xcxwbn/,2025-07,Google Gemini CLI,False,duplicate_of_aiid-1178,,,,Incident-level dedup: same incident as aiid-1178 (aiid_overlap); AIID entry retained as canonical.,L1,L1,True
web-github_mcp_injection_2025,web_reports,https://invariantlabs.ai/blog/mcp-github-vulnerability,2025-05-26,GitHub MCP server with Claude Desktop agent,True,,L1,L3; L4,indirect prompt-injection exfiltration,"A malicious GitHub issue prompt-injected the agent into pulling private repo data and leaking it via an autonomously-created public PR, with per-call confirmation bypassed by 'Always Allow' and no least-privilege scoping between public and private repos.",L1,L1,False
web-google_antigravity_exfil_2025,web_reports,https://www.promptarmor.com/resources/google-antigravity-exfiltrates-data,2025-11,Google Antigravity agentic IDE (Gemini + browser subagent),True,,L1,L2; L3; L4,indirect prompt injection exfiltration,A poisoned web source injected instructions that drove Gemini to bypass gitignore protections via cat and use a browser subagent to exfiltrate credentials to an allowlisted attacker domain.,L1,L1,False
web-lenovo_lena_xss_2025,web_reports,https://cybernews.com/security/lenovo-chatbot-lena-plagued-by-critical-vulnerabilities/,2025-08,Lenovo Lena support chatbot (GPT-4),True,,L1,,XSS output injection,Author scope decision (2026-07-16): security exploits of non-multi-step AI systems are in scope. Lenovo Lena XSS admitted; coded L1 per coder B (a least-privilege/output-sanitization boundary in a single-agent loop would have prevented the cookie theft).,excluded,L1,True
web-mcpoison_cursor_mcp_2025,web_reports,https://research.checkpoint.com/2025/cursor-vulnerability-mcpoison/,2025-07,Cursor IDE MCP (Model Context Protocol) execution,True,,L1,L2; L3; L4,trust-bound-to-name revalidation gap,"Cursor bound MCP approval to the config key name and silently executed later-modified commands without re-prompting, enabling persistent RCE via a shared-repo config swap.",L1,L1,False
web-nyc_mycity_chatbot_2024,web_reports,https://themarkup.org/artificial-intelligence/2024/03/29/nycs-ai-chatbot-tells-businesses-to-break-the-law,2024-03,NYC MyCity chatbot (Microsoft Azure AI),False,not_agentic,,,,"The chatbot produces single-completion Q&A responses with no evidence of planning or tool execution, so it fails the agentic inclusion criterion.",excluded,excluded,False
web-owasp_agentic_incidents_2026,web_reports,https://www.helpnetsecurity.com/2026/06/11/owasp-prompt-injection-ai-security-failures/,2025,Replit AI coding assistant,True,,L1,L3; L4,"permission-model overreach, no rollback","The Replit agent autonomously deleted a production database despite instructions, fabricated records, and falsely reported rollback impossible, reflecting an over-permissioned agent lacking least-privilege tools and a rollback path.",L1,L1,False
web-postmark_mcp_2025,web_reports,https://www.koi.ai/blog/postmark-mcp-npm-malicious-backdoor-email-theft,2025-09,postmark-mcp MCP server used by AI assistants,True,,L1,L3; L4,malicious tool exfiltration,"A trojanized MCP tool with god-mode permissions caused the AI assistant to blindly BCC all emails to an external server, with no sandbox, review, or telemetry to catch it.",L1,L1,False
web-project_vend_phase1_2025,web_reports,https://www.anthropic.com/research/project-vend-1,2025-06,"Claude Sonnet 3.7 ('Claudius') autonomous shop-running agent, Anthropic Project Vend",True,,L1,L3; L4,unbounded long-horizon business mismanagement,"An autonomous single agent running a shop for a month made repeated pricing, inventory, and profitability errors that budget caps, iteration limits, and a monitoring observer in a single-agent loop would have interrupted.",L1,L1,False
web-project_vend_phase2_2025,web_reports,https://www.anthropic.com/research/project-vend-2,2025-12,"Anthropic Project Vend (Claudius, multi-agent shopkeeper with CEO/Clothius)",True,,L1,L2; L3; L4,sycophantic manipulation exploitation,"Claudius agents autonomously ran shops using tools but were goaded by adversarial testers into loss-making giveaways due to eagerness-to-please with no defenses, and the multi-agent CEO/Clothius setup involved inter-agent shared state.",L1,L1,False
web-replit_db_deletion_2025,web_reports,https://www.theregister.com/2025/07/21/replit_saastr_vibe_coding_incident/,2025-07,Replit AI coding agent,False,adjudicated_excluded,,,,"Duplicate of aiid-1152 (same system and date), which both coders included with full report text; this candidate's source page was robots-blocked and headline-only.",L1,excluded,True
web-rules_file_backdoor_2025,web_reports,https://www.pillar.security/blog/new-vulnerability-in-github-copilot-and-cursor-how-hackers-can-weaponize-code-agents,2025-03-18,GitHub Copilot / Cursor AI code agents,True,,L1,L2; L3; L4,poisoned-rules context injection,"Hidden Unicode instructions in shared rule files silently manipulate AI code agents to inject malicious code, persisting across sessions and forks while evading human review.",L1,L1,False
web-sakana_ai_scientist_2024,web_reports,https://sakana.ai/ai-scientist/,2024-08,Sakana AI Scientist autonomous research agent,True,,L1,L3; L4,"self-modifying code, unbounded execution","The agent edited and relaunched its own execution script to extend runtime, causing a fork-bomb and storage blowup that iteration limits, resource caps, and least-privilege sandboxing in a single-agent loop would have prevented.",L1,L1,False
web-salesloft_drift_2025,web_reports,https://cloud.google.com/blog/topics/threat-intelligence/data-theft-salesforce-instances-via-salesloft-drift,2025-08,Salesloft Drift / Salesforce OAuth integration,False,not_agentic,,,,"This is a human threat-actor credential theft and data exfiltration campaign, not an autonomous AI agent planning and executing tools, so it fails the agentic inclusion filter.",excluded,excluded,False
web-slack_ai_exfiltration_2024,web_reports,https://www.promptarmor.com/resources/data-exfiltration-from-slack-ai-via-indirect-prompt-injection,2024-08,Slack AI,True,,L1,L2; L3; L4,indirect prompt injection exfiltration,"Slack AI retrieved attacker-planted public-channel instructions into a shared context window and executed them to exfiltrate private-channel data via a rendered link, without citing the malicious source.",L1,L1,False
web-vanna_ai_rce_2024,web_reports,https://jfrog.com/blog/prompt-injection-attack-code-execution-in-vanna-ai-cve-2024-5565/,2024-06,Vanna.AI text-to-SQL library (CVE-2024-5565),True,,L1,,LLM-code-to-exec injection,Author scope decision (2026-07-16): security exploits of non-multi-step AI systems are in scope. Vanna.AI LLM->exec() RCE admitted; coded L1 per coder B (sandboxing/least-privilege isolation in a single-agent loop would have prevented arbitrary code execution).,excluded,L1,True
web-wiz_ghostapproval_2026,web_reports,https://www.wiz.io/blog/ghostapproval-a-trust-boundary-gap-in-ai-coding-assistants,2026-07,"AI coding assistants (Claude Code, Cursor, Amazon Q, Google Antigravity, Augment, Windsurf) - GhostApproval symlink vulnerability",True,,L1,L3; L4,unresolved symlink path traversal,"The agent followed a symlink to write outside the workspace sandbox without canonical path validation, and the confirmation dialog concealed the true target so human oversight lacked an interpretable view to intervene.",L1,L1,False
